"","ix","condition","phase","tid","sid","agent","recipient","result"
"1",50,"B2","learn","learn-01","A2-learn-04",53,42,63
"2",50,"B2","learn","learn-02","A2-learn-05",61,42,73
"3",50,"B2","learn","learn-03","A2-learn-01",31,42,43
"4",50,"B2","learn","learn-04","A2-learn-06",62,42,73
"5",50,"B2","learn","learn-05","A2-learn-02",33,42,43
"6",50,"B2","learn","learn-06","A2-learn-03",52,42,63
"7",50,"B2","gen","gen-01","A2-gen-01",32,32,33
"8",50,"B2","gen","gen-02","A2-gen-16",63,61,63
"9",50,"B2","gen","gen-03","A2-gen-04",32,61,63
"10",50,"B2","gen","gen-04","A2-gen-11",51,43,63
"11",50,"B2","gen","gen-05","A2-gen-13",63,32,73
"12",50,"B2","gen","gen-06","A2-gen-12",51,61,63
"13",50,"B2","gen","gen-07","A2-gen-10",51,42,63
"14",50,"B2","gen","gen-08","A2-gen-03",32,43,43
"15",50,"B2","gen","gen-09","A2-gen-02",32,42,43
"16",50,"B2","gen","gen-10","A2-learn-05",61,42,73
"17",50,"B2","gen","gen-11","A2-gen-07",41,43,43
"18",50,"B2","gen","gen-12","A2-gen-08",41,61,63
"19",50,"B2","gen","gen-13","A2-gen-06",41,42,43
"20",50,"B2","gen","gen-14","A2-gen-05",41,32,53
"21",50,"B2","gen","gen-15","A2-gen-15",63,43,73
"22",50,"B2","gen","gen-16","A2-gen-09",51,32,63
"23",50,"B2","gen","gen-17","A2-gen-14",63,42,73
"24",50,"B2","gen","gen-18","A2-learn-06",62,42,73
"25",51,"B1","learn","learn-01","A1-learn-02",42,33,54
"26",51,"B1","learn","learn-02","A1-learn-01",42,31,52
"27",51,"B1","learn","learn-03","A1-learn-03",42,52,53
"28",51,"B1","learn","learn-04","A1-learn-05",42,61,52
"29",51,"B1","learn","learn-05","A1-learn-06",42,62,53
"30",51,"B1","learn","learn-06","A1-learn-04",42,53,54
"31",51,"B1","gen","gen-01","A1-gen-04",32,63,41
"32",51,"B1","gen","gen-02","A1-gen-16",61,63,71
"33",51,"B1","gen","gen-03","A1-gen-12",43,63,54
"34",51,"B1","gen","gen-04","A1-gen-15",61,51,72
"35",51,"B1","gen","gen-05","A1-gen-13",61,32,72
"36",51,"B1","gen","gen-06","A1-gen-10",43,41,43
"37",51,"B1","gen","gen-07","A1-learn-04",42,53,62
"38",51,"B1","gen","gen-08","A1-learn-03",42,52,53
"39",51,"B1","gen","gen-09","A1-gen-07",42,51,52
"40",51,"B1","gen","gen-10","A1-gen-03",32,51,42
"41",51,"B1","gen","gen-11","A1-gen-14",61,41,73
"42",51,"B1","gen","gen-12","A1-gen-06",42,41,52
"43",51,"B1","gen","gen-13","A1-gen-08",42,63,74
"44",51,"B1","gen","gen-14","A1-gen-09",43,32,42
"45",51,"B1","gen","gen-15","A1-gen-05",42,32,43
"46",51,"B1","gen","gen-16","A1-gen-11",43,51,62
"47",51,"B1","gen","gen-17","A1-gen-02",32,41,42
"48",51,"B1","gen","gen-18","A1-gen-01",32,32,43
"49",52,"B1","learn","learn-01","A1-learn-01",42,31,52
"50",52,"B1","learn","learn-02","A1-learn-05",42,61,52
"51",52,"B1","learn","learn-03","A1-learn-03",42,52,53
"52",52,"B1","learn","learn-04","A1-learn-04",42,53,54
"53",52,"B1","learn","learn-05","A1-learn-06",42,62,53
"54",52,"B1","learn","learn-06","A1-learn-02",42,33,54
"55",52,"B1","gen","gen-01","A1-gen-07",42,51,52
"56",52,"B1","gen","gen-02","A1-gen-06",42,41,52
"57",52,"B1","gen","gen-03","A1-gen-10",43,41,52
"58",52,"B1","gen","gen-04","A1-gen-02",32,41,42
"59",52,"B1","gen","gen-05","A1-gen-09",43,32,54
"60",52,"B1","gen","gen-06","A1-gen-08",42,63,54
"61",52,"B1","gen","gen-07","A1-gen-05",42,32,53
"62",52,"B1","gen","gen-08","A1-gen-12",43,63,54
"63",52,"B1","gen","gen-09","A1-learn-03",42,52,53
"64",52,"B1","gen","gen-10","A1-gen-01",32,32,43
"65",52,"B1","gen","gen-11","A1-gen-11",43,51,53
"66",52,"B1","gen","gen-12","A1-gen-15",61,51,71
"67",52,"B1","gen","gen-13","A1-learn-01",42,31,52
"68",52,"B1","gen","gen-14","A1-gen-03",32,51,42
"69",52,"B1","gen","gen-15","A1-gen-04",32,63,44
"70",52,"B1","gen","gen-16","A1-gen-14",61,41,71
"71",52,"B1","gen","gen-17","A1-gen-16",61,63,73
"72",52,"B1","gen","gen-18","A1-gen-13",61,32,72
"73",53,"B2","learn","learn-01","A2-learn-03",52,42,63
"74",53,"B2","learn","learn-02","A2-learn-05",61,42,73
"75",53,"B2","learn","learn-03","A2-learn-06",62,42,73
"76",53,"B2","learn","learn-04","A2-learn-04",53,42,63
"77",53,"B2","learn","learn-05","A2-learn-01",31,42,43
"78",53,"B2","learn","learn-06","A2-learn-02",33,42,43
"79",53,"B2","gen","gen-01","A2-gen-08",41,61,62
"80",53,"B2","gen","gen-02","A2-learn-01",31,42,43
"81",53,"B2","gen","gen-03","A2-gen-16",63,61,63
"82",53,"B2","gen","gen-04","A2-gen-06",41,42,42
"83",53,"B2","gen","gen-05","A2-gen-11",51,43,63
"84",53,"B2","gen","gen-06","A2-gen-04",32,61,62
"85",53,"B2","gen","gen-07","A2-gen-12",51,61,62
"86",53,"B2","gen","gen-08","A2-gen-09",51,32,43
"87",53,"B2","gen","gen-09","A2-gen-01",32,32,33
"88",53,"B2","gen","gen-10","A2-gen-07",41,43,42
"89",53,"B2","gen","gen-11","A2-gen-15",63,43,73
"90",53,"B2","gen","gen-12","A2-gen-02",32,42,43
"91",53,"B2","gen","gen-13","A2-gen-14",63,42,73
"92",53,"B2","gen","gen-14","A2-gen-13",63,32,42
"93",53,"B2","gen","gen-15","A2-gen-05",41,32,43
"94",53,"B2","gen","gen-16","A2-gen-03",32,43,43
"95",53,"B2","gen","gen-17","A2-gen-10",51,42,63
"96",53,"B2","gen","gen-18","A2-learn-02",33,42,43
"97",54,"B1","learn","learn-01","A1-learn-02",42,33,54
"98",54,"B1","learn","learn-02","A1-learn-03",42,52,53
"99",54,"B1","learn","learn-03","A1-learn-05",42,61,52
"100",54,"B1","learn","learn-04","A1-learn-01",42,31,52
"101",54,"B1","learn","learn-05","A1-learn-04",42,53,54
"102",54,"B1","learn","learn-06","A1-learn-06",42,62,53
"103",54,"B1","gen","gen-01","A1-gen-07",42,51,52
"104",54,"B1","gen","gen-02","A1-gen-05",42,32,53
"105",54,"B1","gen","gen-03","A1-gen-11",43,51,52
"106",54,"B1","gen","gen-04","A1-gen-03",32,51,52
"107",54,"B1","gen","gen-05","A1-gen-06",42,41,52
"108",54,"B1","gen","gen-06","A1-gen-13",61,32,53
"109",54,"B1","gen","gen-07","A1-gen-01",32,32,53
"110",54,"B1","gen","gen-08","A1-learn-06",42,62,53
"111",54,"B1","gen","gen-09","A1-learn-02",42,33,54
"112",54,"B1","gen","gen-10","A1-gen-14",61,41,52
"113",54,"B1","gen","gen-11","A1-gen-12",43,63,54
"114",54,"B1","gen","gen-12","A1-gen-08",42,63,54
"115",54,"B1","gen","gen-13","A1-gen-02",32,41,52
"116",54,"B1","gen","gen-14","A1-gen-10",43,41,52
"117",54,"B1","gen","gen-15","A1-gen-09",43,32,53
"118",54,"B1","gen","gen-16","A1-gen-15",61,51,52
"119",54,"B1","gen","gen-17","A1-gen-16",61,63,54
"120",54,"B1","gen","gen-18","A1-gen-04",32,63,54
"121",56,"B2","learn","learn-01","A2-learn-03",52,42,63
"122",56,"B2","learn","learn-02","A2-learn-06",62,42,73
"123",56,"B2","learn","learn-03","A2-learn-05",61,42,73
"124",56,"B2","learn","learn-04","A2-learn-04",53,42,63
"125",56,"B2","learn","learn-05","A2-learn-02",33,42,43
"126",56,"B2","learn","learn-06","A2-learn-01",31,42,43
"127",56,"B2","gen","gen-01","A2-learn-06",62,42,53
"128",56,"B2","gen","gen-02","A2-gen-09",51,32,43
"129",56,"B2","gen","gen-03","A2-gen-08",41,61,73
"130",56,"B2","gen","gen-04","A2-gen-06",41,42,53
"131",56,"B2","gen","gen-05","A2-gen-05",41,32,43
"132",56,"B2","gen","gen-06","A2-gen-02",32,42,43
"133",56,"B2","gen","gen-07","A2-gen-04",32,61,63
"134",56,"B2","gen","gen-08","A2-gen-11",51,43,54
"135",56,"B2","gen","gen-09","A2-gen-03",32,43,44
"136",56,"B2","gen","gen-10","A2-gen-16",63,61,73
"137",56,"B2","gen","gen-11","A2-gen-13",63,32,43
"138",56,"B2","gen","gen-12","A2-gen-12",51,61,73
"139",56,"B2","gen","gen-13","A2-gen-15",63,43,54
"140",56,"B2","gen","gen-14","A2-gen-10",51,42,53
"141",56,"B2","gen","gen-15","A2-gen-01",32,32,33
"142",56,"B2","gen","gen-16","A2-gen-14",63,42,53
"143",56,"B2","gen","gen-17","A2-gen-07",41,43,54
"144",56,"B2","gen","gen-18","A2-learn-03",52,42,53
"145",57,"B1","learn","learn-01","A1-learn-05",42,61,52
"146",57,"B1","learn","learn-02","A1-learn-04",42,53,54
"147",57,"B1","learn","learn-03","A1-learn-01",42,31,52
"148",57,"B1","learn","learn-04","A1-learn-06",42,62,53
"149",57,"B1","learn","learn-05","A1-learn-02",42,33,54
"150",57,"B1","learn","learn-06","A1-learn-03",42,52,53
"151",57,"B1","gen","gen-01","A1-gen-08",42,63,54
"152",57,"B1","gen","gen-02","A1-gen-16",61,63,54
"153",57,"B1","gen","gen-03","A1-gen-14",61,41,72
"154",57,"B1","gen","gen-04","A1-gen-07",42,51,52
"155",57,"B1","gen","gen-05","A1-learn-06",42,62,53
"156",57,"B1","gen","gen-06","A1-gen-06",42,41,32
"157",57,"B1","gen","gen-07","A1-gen-04",32,63,74
"158",57,"B1","gen","gen-08","A1-learn-01",42,31,52
"159",57,"B1","gen","gen-09","A1-gen-05",42,32,53
"160",57,"B1","gen","gen-10","A1-gen-10",43,41,32
"161",57,"B1","gen","gen-11","A1-gen-13",61,32,53
"162",57,"B1","gen","gen-12","A1-gen-03",32,51,72
"163",57,"B1","gen","gen-13","A1-gen-12",43,63,54
"164",57,"B1","gen","gen-14","A1-gen-02",32,41,32
"165",57,"B1","gen","gen-15","A1-gen-09",43,32,53
"166",57,"B1","gen","gen-16","A1-gen-15",61,51,42
"167",57,"B1","gen","gen-17","A1-gen-01",32,32,33
"168",57,"B1","gen","gen-18","A1-gen-11",43,51,52
"169",58,"B1","learn","learn-01","A1-learn-05",42,61,52
"170",58,"B1","learn","learn-02","A1-learn-03",42,52,53
"171",58,"B1","learn","learn-03","A1-learn-01",42,31,52
"172",58,"B1","learn","learn-04","A1-learn-04",42,53,54
"173",58,"B1","learn","learn-05","A1-learn-02",42,33,54
"174",58,"B1","learn","learn-06","A1-learn-06",42,62,53
"175",58,"B1","gen","gen-01","A1-gen-02",32,41,52
"176",58,"B1","gen","gen-02","A1-gen-03",32,51,52
"177",58,"B1","gen","gen-03","A1-gen-08",42,63,54
"178",58,"B1","gen","gen-04","A1-gen-14",61,41,52
"179",58,"B1","gen","gen-05","A1-learn-04",42,53,54
"180",58,"B1","gen","gen-06","A1-gen-04",32,63,54
"181",58,"B1","gen","gen-07","A1-gen-10",43,41,52
"182",58,"B1","gen","gen-08","A1-gen-11",43,51,52
"183",58,"B1","gen","gen-09","A1-gen-12",43,63,54
"184",58,"B1","gen","gen-10","A1-gen-06",42,41,52
"185",58,"B1","gen","gen-11","A1-gen-13",61,32,53
"186",58,"B1","gen","gen-12","A1-gen-05",42,32,53
"187",58,"B1","gen","gen-13","A1-gen-09",43,32,53
"188",58,"B1","gen","gen-14","A1-gen-01",32,32,53
"189",58,"B1","gen","gen-15","A1-gen-15",61,51,52
"190",58,"B1","gen","gen-16","A1-gen-16",61,63,54
"191",58,"B1","gen","gen-17","A1-learn-03",42,52,53
"192",58,"B1","gen","gen-18","A1-gen-07",42,51,52
"193",62,"B2","learn","learn-01","A2-learn-05",61,42,73
"194",62,"B2","learn","learn-02","A2-learn-03",52,42,63
"195",62,"B2","learn","learn-03","A2-learn-01",31,42,43
"196",62,"B2","learn","learn-04","A2-learn-04",53,42,63
"197",62,"B2","learn","learn-05","A2-learn-06",62,42,73
"198",62,"B2","learn","learn-06","A2-learn-02",33,42,43
"199",62,"B2","gen","gen-01","A2-gen-09",51,32,43
"200",62,"B2","gen","gen-02","A2-learn-03",52,42,63
"201",62,"B2","gen","gen-03","A2-gen-16",63,61,74
"202",62,"B2","gen","gen-04","A2-gen-06",41,42,53
"203",62,"B2","gen","gen-05","A2-gen-10",51,42,63
"204",62,"B2","gen","gen-06","A2-gen-08",41,61,73
"205",62,"B2","gen","gen-07","A2-gen-12",51,61,73
"206",62,"B2","gen","gen-08","A2-learn-01",31,42,43
"207",62,"B2","gen","gen-09","A2-gen-04",32,61,63
"208",62,"B2","gen","gen-10","A2-gen-13",63,32,63
"209",62,"B2","gen","gen-11","A2-gen-15",63,43,74
"210",62,"B2","gen","gen-12","A2-gen-05",41,32,43
"211",62,"B2","gen","gen-13","A2-gen-07",41,43,54
"212",62,"B2","gen","gen-14","A2-gen-11",51,43,64
"213",62,"B2","gen","gen-15","A2-gen-14",63,42,73
"214",62,"B2","gen","gen-16","A2-gen-01",32,32,33
"215",62,"B2","gen","gen-17","A2-gen-03",32,43,44
"216",62,"B2","gen","gen-18","A2-gen-02",32,42,43
"217",63,"B4","learn","learn-01","A4-learn-05",61,42,52
"218",63,"B4","learn","learn-02","A4-learn-03",52,42,53
"219",63,"B4","learn","learn-03","A4-learn-01",31,42,52
"220",63,"B4","learn","learn-04","A4-learn-06",62,42,53
"221",63,"B4","learn","learn-05","A4-learn-04",53,42,54
"222",63,"B4","learn","learn-06","A4-learn-02",33,42,54
"223",63,"B4","gen","gen-01","A4-gen-05",41,32,52
"224",63,"B4","gen","gen-02","A4-learn-02",33,42,54
"225",63,"B4","gen","gen-03","A4-gen-09",51,32,73
"226",63,"B4","gen","gen-04","A4-gen-16",63,61,53
"227",63,"B4","gen","gen-05","A4-gen-01",32,32,52
"228",63,"B4","gen","gen-06","A4-gen-10",51,42,52
"229",63,"B4","gen","gen-07","A4-gen-08",41,61,51
"230",63,"B4","gen","gen-08","A4-gen-03",32,43,53
"231",63,"B4","gen","gen-09","A4-gen-04",32,61,52
"232",63,"B4","gen","gen-10","A4-gen-11",51,43,52
"233",63,"B4","gen","gen-11","A4-gen-14",63,42,52
"234",63,"B4","gen","gen-12","A4-gen-12",51,61,51
"235",63,"B4","gen","gen-13","A4-gen-13",63,32,73
"236",63,"B4","gen","gen-14","A4-gen-07",41,43,52
"237",63,"B4","gen","gen-15","A4-gen-15",63,43,54
"238",63,"B4","gen","gen-16","A4-learn-05",61,42,52
"239",63,"B4","gen","gen-17","A4-gen-02",32,42,52
"240",63,"B4","gen","gen-18","A4-gen-06",41,42,52
"241",74,"B3","learn","learn-01","A3-learn-04",42,53,63
"242",74,"B3","learn","learn-02","A3-learn-01",42,31,43
"243",74,"B3","learn","learn-03","A3-learn-05",42,61,73
"244",74,"B3","learn","learn-04","A3-learn-06",42,62,73
"245",74,"B3","learn","learn-05","A3-learn-03",42,52,63
"246",74,"B3","learn","learn-06","A3-learn-02",42,33,43
"247",74,"B3","gen","gen-01","A3-gen-04",32,63,64
"248",74,"B3","gen","gen-02","A3-gen-15",61,51,51
"249",74,"B3","gen","gen-03","A3-gen-12",43,63,63
"250",74,"B3","gen","gen-04","A3-gen-09",43,32,31
"251",74,"B3","gen","gen-05","A3-gen-07",42,51,51
"252",74,"B3","gen","gen-06","A3-gen-08",42,63,64
"253",74,"B3","gen","gen-07","A3-gen-10",43,41,41
"254",74,"B3","gen","gen-08","A3-gen-03",32,51,51
"255",74,"B3","gen","gen-09","A3-gen-06",42,41,41
"256",74,"B3","gen","gen-10","A3-learn-01",42,31,31
"257",74,"B3","gen","gen-11","A3-gen-11",43,51,51
"258",74,"B3","gen","gen-12","A3-learn-06",42,62,63
"259",74,"B3","gen","gen-13","A3-gen-02",32,41,41
"260",74,"B3","gen","gen-14","A3-gen-13",61,32,32
"261",74,"B3","gen","gen-15","A3-gen-14",61,41,41
"262",74,"B3","gen","gen-16","A3-gen-01",32,32,32
"263",74,"B3","gen","gen-17","A3-gen-05",42,32,32
"264",74,"B3","gen","gen-18","A3-gen-16",61,63,63
"265",64,"B3","learn","learn-01","A3-learn-06",42,62,73
"266",64,"B3","learn","learn-02","A3-learn-03",42,52,63
"267",64,"B3","learn","learn-03","A3-learn-04",42,53,63
"268",64,"B3","learn","learn-04","A3-learn-01",42,31,43
"269",64,"B3","learn","learn-05","A3-learn-02",42,33,43
"270",64,"B3","learn","learn-06","A3-learn-05",42,61,73
"271",64,"B3","gen","gen-01","A3-gen-13",61,32,41
"272",64,"B3","gen","gen-02","A3-gen-07",42,51,51
"273",64,"B3","gen","gen-03","A3-gen-01",32,32,41
"274",64,"B3","gen","gen-04","A3-gen-10",43,41,54
"275",64,"B3","gen","gen-05","A3-gen-14",61,41,52
"276",64,"B3","gen","gen-06","A3-gen-16",61,63,71
"277",64,"B3","gen","gen-07","A3-gen-04",32,63,71
"278",64,"B3","gen","gen-08","A3-gen-12",43,63,52
"279",64,"B3","gen","gen-09","A3-gen-06",42,41,42
"280",64,"B3","gen","gen-10","A3-gen-09",43,32,44
"281",64,"B3","gen","gen-11","A3-gen-05",42,32,41
"282",64,"B3","gen","gen-12","A3-learn-01",42,31,52
"283",64,"B3","gen","gen-13","A3-learn-03",42,52,42
"284",64,"B3","gen","gen-14","A3-gen-03",32,51,32
"285",64,"B3","gen","gen-15","A3-gen-15",61,51,42
"286",64,"B3","gen","gen-16","A3-gen-08",42,63,41
"287",64,"B3","gen","gen-17","A3-gen-02",32,41,52
"288",64,"B3","gen","gen-18","A3-gen-11",43,51,42
"289",66,"B4","learn","learn-01","A4-learn-02",33,42,54
"290",66,"B4","learn","learn-02","A4-learn-05",61,42,52
"291",66,"B4","learn","learn-03","A4-learn-03",52,42,53
"292",66,"B4","learn","learn-04","A4-learn-01",31,42,52
"293",66,"B4","learn","learn-05","A4-learn-06",62,42,53
"294",66,"B4","learn","learn-06","A4-learn-04",53,42,54
"295",66,"B4","gen","gen-01","A4-gen-16",63,61,53
"296",66,"B4","gen","gen-02","A4-gen-10",51,42,52
"297",66,"B4","gen","gen-03","A4-gen-09",51,32,52
"298",66,"B4","gen","gen-04","A4-gen-15",63,43,54
"299",66,"B4","gen","gen-05","A4-gen-14",63,42,54
"300",66,"B4","gen","gen-06","A4-gen-01",32,32,53
"301",66,"B4","gen","gen-07","A4-gen-04",32,61,53
"302",66,"B4","gen","gen-08","A4-gen-02",32,42,53
"303",66,"B4","gen","gen-09","A4-gen-05",41,32,52
"304",66,"B4","gen","gen-10","A4-gen-13",63,32,54
"305",66,"B4","gen","gen-11","A4-gen-03",32,43,53
"306",66,"B4","gen","gen-12","A4-gen-06",41,42,52
"307",66,"B4","gen","gen-13","A4-gen-07",41,43,52
"308",66,"B4","gen","gen-14","A4-learn-02",33,42,54
"309",66,"B4","gen","gen-15","A4-gen-12",51,61,52
"310",66,"B4","gen","gen-16","A4-learn-01",31,42,52
"311",66,"B4","gen","gen-17","A4-gen-08",41,61,52
"312",66,"B4","gen","gen-18","A4-gen-11",51,43,52
"313",68,"B2","learn","learn-01","A2-learn-03",52,42,63
"314",68,"B2","learn","learn-02","A2-learn-05",61,42,73
"315",68,"B2","learn","learn-03","A2-learn-02",33,42,43
"316",68,"B2","learn","learn-04","A2-learn-01",31,42,43
"317",68,"B2","learn","learn-05","A2-learn-06",62,42,73
"318",68,"B2","learn","learn-06","A2-learn-04",53,42,63
"319",68,"B2","gen","gen-01","A2-gen-14",63,42,72
"320",68,"B2","gen","gen-02","A2-gen-06",41,42,43
"321",68,"B2","gen","gen-03","A2-gen-02",32,42,43
"322",68,"B2","gen","gen-04","A2-gen-12",51,61,63
"323",68,"B2","gen","gen-05","A2-gen-01",32,32,33
"324",68,"B2","gen","gen-06","A2-gen-08",41,61,63
"325",68,"B2","gen","gen-07","A2-gen-04",32,61,63
"326",68,"B2","gen","gen-08","A2-gen-07",41,43,44
"327",68,"B2","gen","gen-09","A2-gen-11",51,43,64
"328",68,"B2","gen","gen-10","A2-gen-10",51,42,63
"329",68,"B2","gen","gen-11","A2-learn-04",53,42,63
"330",68,"B2","gen","gen-12","A2-gen-03",32,43,44
"331",68,"B2","gen","gen-13","A2-gen-05",41,32,53
"332",68,"B2","gen","gen-14","A2-learn-02",33,42,53
"333",68,"B2","gen","gen-15","A2-gen-09",51,32,63
"334",68,"B2","gen","gen-16","A2-gen-13",63,32,64
"335",68,"B2","gen","gen-17","A2-gen-16",63,61,64
"336",68,"B2","gen","gen-18","A2-gen-15",63,43,74
"337",70,"B1","learn","learn-01","A1-learn-05",42,61,52
"338",70,"B1","learn","learn-02","A1-learn-04",42,53,54
"339",70,"B1","learn","learn-03","A1-learn-06",42,62,53
"340",70,"B1","learn","learn-04","A1-learn-03",42,52,53
"341",70,"B1","learn","learn-05","A1-learn-01",42,31,52
"342",70,"B1","learn","learn-06","A1-learn-02",42,33,54
"343",70,"B1","gen","gen-01","A1-gen-11",43,51,53
"344",70,"B1","gen","gen-02","A1-gen-14",61,41,51
"345",70,"B1","gen","gen-03","A1-gen-06",42,41,51
"346",70,"B1","gen","gen-04","A1-gen-05",42,32,51
"347",70,"B1","gen","gen-05","A1-gen-13",61,32,51
"348",70,"B1","gen","gen-06","A1-learn-03",42,52,54
"349",70,"B1","gen","gen-07","A1-gen-07",42,51,53
"350",70,"B1","gen","gen-08","A1-gen-04",32,63,54
"351",70,"B1","gen","gen-09","A1-gen-08",42,63,54
"352",70,"B1","gen","gen-10","A1-gen-10",43,41,52
"353",70,"B1","gen","gen-11","A1-learn-04",42,53,54
"354",70,"B1","gen","gen-12","A1-gen-16",61,63,54
"355",70,"B1","gen","gen-13","A1-gen-15",61,51,52
"356",70,"B1","gen","gen-14","A1-gen-03",32,51,52
"357",70,"B1","gen","gen-15","A1-gen-09",43,32,53
"358",70,"B1","gen","gen-16","A1-gen-02",32,41,53
"359",70,"B1","gen","gen-17","A1-gen-12",43,63,54
"360",70,"B1","gen","gen-18","A1-gen-01",32,32,53
"361",72,"B2","learn","learn-01","A2-learn-06",62,42,73
"362",72,"B2","learn","learn-02","A2-learn-01",31,42,43
"363",72,"B2","learn","learn-03","A2-learn-04",53,42,63
"364",72,"B2","learn","learn-04","A2-learn-02",33,42,43
"365",72,"B2","learn","learn-05","A2-learn-05",61,42,73
"366",72,"B2","learn","learn-06","A2-learn-03",52,42,63
"367",72,"B2","gen","gen-01","A2-gen-09",51,32,43
"368",72,"B2","gen","gen-02","A2-gen-10",51,42,63
"369",72,"B2","gen","gen-03","A2-gen-14",63,42,63
"370",72,"B2","gen","gen-04","A2-gen-01",32,32,43
"371",72,"B2","gen","gen-05","A2-learn-06",62,42,41
"372",72,"B2","gen","gen-06","A2-gen-06",41,42,44
"373",72,"B2","gen","gen-07","A2-gen-07",41,43,62
"374",72,"B2","gen","gen-08","A2-learn-01",31,42,54
"375",72,"B2","gen","gen-09","A2-gen-11",51,43,33
"376",72,"B2","gen","gen-10","A2-gen-02",32,42,63
"377",72,"B2","gen","gen-11","A2-gen-03",32,43,61
"378",72,"B2","gen","gen-12","A2-gen-05",41,32,44
"379",72,"B2","gen","gen-13","A2-gen-04",32,61,34
"380",72,"B2","gen","gen-14","A2-gen-13",63,32,54
"381",72,"B2","gen","gen-15","A2-gen-15",63,43,43
"382",72,"B2","gen","gen-16","A2-gen-16",63,61,54
"383",72,"B2","gen","gen-17","A2-gen-08",41,61,52
"384",72,"B2","gen","gen-18","A2-gen-12",51,61,53
"385",73,"B1","learn","learn-01","A1-learn-02",42,33,54
"386",73,"B1","learn","learn-02","A1-learn-03",42,52,53
"387",73,"B1","learn","learn-03","A1-learn-04",42,53,54
"388",73,"B1","learn","learn-04","A1-learn-05",42,61,52
"389",73,"B1","learn","learn-05","A1-learn-01",42,31,52
"390",73,"B1","learn","learn-06","A1-learn-06",42,62,53
"391",73,"B1","gen","gen-01","A1-learn-01",42,31,52
"392",73,"B1","gen","gen-02","A1-gen-01",32,32,33
"393",73,"B1","gen","gen-03","A1-gen-10",43,41,44
"394",73,"B1","gen","gen-04","A1-learn-05",42,61,52
"395",73,"B1","gen","gen-05","A1-gen-03",32,51,42
"396",73,"B1","gen","gen-06","A1-gen-09",43,32,53
"397",73,"B1","gen","gen-07","A1-gen-14",61,41,72
"398",73,"B1","gen","gen-08","A1-gen-07",42,51,53
"399",73,"B1","gen","gen-09","A1-gen-15",61,51,72
"400",73,"B1","gen","gen-10","A1-gen-08",42,63,53
"401",73,"B1","gen","gen-11","A1-gen-12",43,63,54
"402",73,"B1","gen","gen-12","A1-gen-05",42,32,52
"403",73,"B1","gen","gen-13","A1-gen-04",32,63,44
"404",73,"B1","gen","gen-14","A1-gen-02",32,41,42
"405",73,"B1","gen","gen-15","A1-gen-11",43,51,54
"406",73,"B1","gen","gen-16","A1-gen-13",61,32,73
"407",73,"B1","gen","gen-17","A1-gen-06",42,41,33
"408",73,"B1","gen","gen-18","A1-gen-16",61,63,54
"409",75,"B3","learn","learn-01","A3-learn-01",42,31,43
"410",75,"B3","learn","learn-02","A3-learn-02",42,33,43
"411",75,"B3","learn","learn-03","A3-learn-06",42,62,73
"412",75,"B3","learn","learn-04","A3-learn-05",42,61,73
"413",75,"B3","learn","learn-05","A3-learn-04",42,53,63
"414",75,"B3","learn","learn-06","A3-learn-03",42,52,63
"415",75,"B3","gen","gen-01","A3-gen-15",61,51,63
"416",75,"B3","gen","gen-02","A3-gen-05",42,32,43
"417",75,"B3","gen","gen-03","A3-gen-14",61,41,53
"418",75,"B3","gen","gen-04","A3-gen-11",43,51,63
"419",75,"B3","gen","gen-05","A3-gen-10",43,41,53
"420",75,"B3","gen","gen-06","A3-gen-16",61,63,73
"421",75,"B3","gen","gen-07","A3-gen-04",32,63,63
"422",75,"B3","gen","gen-08","A3-learn-04",42,53,63
"423",75,"B3","gen","gen-09","A3-gen-01",32,32,33
"424",75,"B3","gen","gen-10","A3-gen-07",42,51,63
"425",75,"B3","gen","gen-11","A3-gen-06",42,41,53
"426",75,"B3","gen","gen-12","A3-learn-02",42,33,43
"427",75,"B3","gen","gen-13","A3-gen-09",43,32,43
"428",75,"B3","gen","gen-14","A3-gen-08",42,63,73
"429",75,"B3","gen","gen-15","A3-gen-12",43,63,74
"430",75,"B3","gen","gen-16","A3-gen-03",32,51,53
"431",75,"B3","gen","gen-17","A3-gen-13",61,32,52
"432",75,"B3","gen","gen-18","A3-gen-02",32,41,43
"433",76,"B3","learn","learn-01","A3-learn-06",42,62,73
"434",76,"B3","learn","learn-02","A3-learn-01",42,31,43
"435",76,"B3","learn","learn-03","A3-learn-03",42,52,63
"436",76,"B3","learn","learn-04","A3-learn-05",42,61,73
"437",76,"B3","learn","learn-05","A3-learn-04",42,53,63
"438",76,"B3","learn","learn-06","A3-learn-02",42,33,43
"439",76,"B3","gen","gen-01","A3-gen-15",61,51,52
"440",76,"B3","gen","gen-02","A3-gen-04",32,63,63
"441",76,"B3","gen","gen-03","A3-gen-14",61,41,63
"442",76,"B3","gen","gen-04","A3-gen-01",32,32,32
"443",76,"B3","gen","gen-05","A3-gen-11",43,51,53
"444",76,"B3","gen","gen-06","A3-gen-06",42,41,62
"445",76,"B3","gen","gen-07","A3-gen-12",43,63,63
"446",76,"B3","gen","gen-08","A3-learn-02",42,33,54
"447",76,"B3","gen","gen-09","A3-gen-09",43,32,63
"448",76,"B3","gen","gen-10","A3-gen-13",61,32,52
"449",76,"B3","gen","gen-11","A3-gen-16",61,63,42
"450",76,"B3","gen","gen-12","A3-learn-04",42,53,43
