"","ix","condition","phase","tid","sid","agent","recipient","result"
"1563",159,"B1","learn","learn-03","A1-learn-01",42,31,52
"1564",159,"B1","learn","learn-04","A1-learn-04",42,53,54
"1565",159,"B1","learn","learn-05","A1-learn-05",42,61,52
"1566",159,"B1","learn","learn-06","A1-learn-06",42,62,53
"1567",159,"B1","gen","gen-01","A1-gen-07",42,51,52
"1568",159,"B1","gen","gen-02","A1-gen-09",43,32,53
"1569",159,"B1","gen","gen-03","A1-gen-04",32,63,54
"1570",159,"B1","gen","gen-04","A1-gen-08",42,63,54
"1571",159,"B1","gen","gen-05","A1-learn-01",42,31,52
"1572",159,"B1","gen","gen-06","A1-gen-05",42,32,53
"1573",159,"B1","gen","gen-07","A1-gen-14",61,41,52
"1574",159,"B1","gen","gen-08","A1-gen-15",61,51,52
"1575",159,"B1","gen","gen-09","A1-gen-11",43,51,52
"1576",159,"B1","gen","gen-10","A1-gen-13",61,32,43
"1577",159,"B1","gen","gen-11","A1-gen-10",43,41,52
"1578",159,"B1","gen","gen-12","A1-gen-16",61,63,54
"1579",159,"B1","gen","gen-13","A1-gen-12",43,63,54
"1580",159,"B1","gen","gen-14","A1-gen-02",32,41,52
"1581",159,"B1","gen","gen-15","A1-gen-03",32,51,52
"1582",159,"B1","gen","gen-16","A1-learn-02",42,33,54
"1583",159,"B1","gen","gen-17","A1-gen-06",42,41,52
"1584",159,"B1","gen","gen-18","A1-gen-01",32,32,53
"1585",160,"B4","learn","learn-01","A4-learn-02",33,42,54
"1586",160,"B4","learn","learn-02","A4-learn-05",61,42,52
"1587",160,"B4","learn","learn-03","A4-learn-06",62,42,53
"1588",160,"B4","learn","learn-04","A4-learn-04",53,42,54
"1589",160,"B4","learn","learn-05","A4-learn-01",31,42,52
"1590",160,"B4","learn","learn-06","A4-learn-03",52,42,53
"1591",160,"B4","gen","gen-01","A4-gen-15",63,43,54
"1592",160,"B4","gen","gen-02","A4-gen-03",32,43,54
"1593",160,"B4","gen","gen-03","A4-gen-12",51,61,72
"1594",160,"B4","gen","gen-04","A4-gen-09",51,32,43
"1595",160,"B4","gen","gen-05","A4-gen-16",63,61,72
"1596",160,"B4","gen","gen-06","A4-gen-04",32,61,72
"1597",160,"B4","gen","gen-07","A4-gen-06",41,42,53
"1598",160,"B4","gen","gen-08","A4-learn-01",31,42,53
"1599",160,"B4","gen","gen-09","A4-gen-02",32,42,53
"1600",160,"B4","gen","gen-10","A4-gen-08",41,61,72
"1601",160,"B4","gen","gen-11","A4-gen-11",51,43,54
"1602",160,"B4","gen","gen-12","A4-gen-10",51,42,53
"1603",160,"B4","gen","gen-13","A4-gen-01",32,32,43
"1604",160,"B4","gen","gen-14","A4-gen-05",41,32,43
"1605",160,"B4","gen","gen-15","A4-gen-14",63,42,53
"1606",160,"B4","gen","gen-16","A4-gen-13",63,32,43
"1607",160,"B4","gen","gen-17","A4-learn-02",33,42,53
"1608",160,"B4","gen","gen-18","A4-gen-07",41,43,53
"1609",162,"B2","learn","learn-01","A2-learn-06",62,42,73
"1610",162,"B2","learn","learn-02","A2-learn-05",61,42,73
"1611",162,"B2","learn","learn-03","A2-learn-04",53,42,63
"1612",162,"B2","learn","learn-04","A2-learn-03",52,42,63
"1613",162,"B2","learn","learn-05","A2-learn-01",31,42,43
"1614",162,"B2","learn","learn-06","A2-learn-02",33,42,43
"1615",162,"B2","gen","gen-01","A2-gen-11",51,43,64
"1616",162,"B2","gen","gen-02","A2-gen-13",63,32,73
"1617",162,"B2","gen","gen-03","A2-gen-04",32,61,42
"1618",162,"B2","gen","gen-04","A2-gen-14",63,42,73
"1619",162,"B2","gen","gen-05","A2-gen-07",41,43,54
"1620",162,"B2","gen","gen-06","A2-gen-09",51,32,63
"1621",162,"B2","gen","gen-07","A2-gen-01",32,32,43
"1622",162,"B2","gen","gen-08","A2-gen-16",63,61,72
"1623",162,"B2","gen","gen-09","A2-gen-10",51,42,63
"1624",162,"B2","gen","gen-10","A2-gen-15",63,43,74
"1625",162,"B2","gen","gen-11","A2-gen-06",41,42,53
"1626",162,"B2","gen","gen-12","A2-learn-01",31,42,43
"1627",162,"B2","gen","gen-13","A2-learn-03",52,42,63
"1628",162,"B2","gen","gen-14","A2-gen-02",32,42,43
"1629",162,"B2","gen","gen-15","A2-gen-03",32,43,44
"1630",162,"B2","gen","gen-16","A2-gen-08",41,61,52
"1631",162,"B2","gen","gen-17","A2-gen-05",41,32,53
"1632",162,"B2","gen","gen-18","A2-gen-12",51,61,62
"1633",165,"B2","learn","learn-01","A2-learn-03",52,42,63
"1634",165,"B2","learn","learn-02","A2-learn-05",61,42,73
"1635",165,"B2","learn","learn-03","A2-learn-02",33,42,43
"1636",165,"B2","learn","learn-04","A2-learn-01",31,42,43
"1637",165,"B2","learn","learn-05","A2-learn-04",53,42,63
"1638",165,"B2","learn","learn-06","A2-learn-06",62,42,73
"1639",165,"B2","gen","gen-01","A2-learn-03",52,42,63
"1640",165,"B2","gen","gen-02","A2-learn-05",61,42,73
"1641",165,"B2","gen","gen-03","A2-gen-10",51,42,63
"1642",165,"B2","gen","gen-04","A2-gen-15",63,43,64
"1643",165,"B2","gen","gen-05","A2-gen-02",32,42,43
"1644",165,"B2","gen","gen-06","A2-gen-12",51,61,72
"1645",165,"B2","gen","gen-07","A2-gen-09",51,32,62
"1646",165,"B2","gen","gen-08","A2-gen-11",51,43,63
"1647",165,"B2","gen","gen-09","A2-gen-01",32,32,43
"1648",165,"B2","gen","gen-10","A2-gen-04",32,61,72
"1649",165,"B2","gen","gen-11","A2-gen-08",41,61,63
"1650",165,"B2","gen","gen-12","A2-gen-07",41,43,53
"1651",165,"B2","gen","gen-13","A2-gen-13",63,32,73
"1652",165,"B2","gen","gen-14","A2-gen-16",63,61,73
"1653",165,"B2","gen","gen-15","A2-gen-05",41,32,52
"1654",165,"B2","gen","gen-16","A2-gen-03",32,43,43
"1655",165,"B2","gen","gen-17","A2-gen-06",41,42,53
"1656",165,"B2","gen","gen-18","A2-gen-14",63,42,73
"1657",166,"B4","learn","learn-01","A4-learn-03",52,42,53
"1658",166,"B4","learn","learn-02","A4-learn-01",31,42,52
"1659",166,"B4","learn","learn-03","A4-learn-05",61,42,52
"1660",166,"B4","learn","learn-04","A4-learn-02",33,42,54
"1661",166,"B4","learn","learn-05","A4-learn-06",62,42,53
"1662",166,"B4","learn","learn-06","A4-learn-04",53,42,54
"1663",166,"B4","gen","gen-01","A4-gen-02",32,42,53
"1664",166,"B4","gen","gen-02","A4-learn-03",52,42,53
"1665",166,"B4","gen","gen-03","A4-gen-08",41,61,52
"1666",166,"B4","gen","gen-04","A4-gen-09",51,32,52
"1667",166,"B4","gen","gen-05","A4-gen-15",63,43,54
"1668",166,"B4","gen","gen-06","A4-gen-03",32,43,52
"1669",166,"B4","gen","gen-07","A4-gen-11",51,43,54
"1670",166,"B4","gen","gen-08","A4-gen-01",32,32,52
"1671",166,"B4","gen","gen-09","A4-gen-04",32,61,52
"1672",166,"B4","gen","gen-10","A4-gen-14",63,42,54
"1673",166,"B4","gen","gen-11","A4-gen-13",63,32,53
"1674",166,"B4","gen","gen-12","A4-learn-06",62,42,53
"1675",166,"B4","gen","gen-13","A4-gen-05",41,32,53
"1676",166,"B4","gen","gen-14","A4-gen-07",41,43,54
"1677",166,"B4","gen","gen-15","A4-gen-16",63,61,54
"1678",166,"B4","gen","gen-16","A4-gen-10",51,42,52
"1679",166,"B4","gen","gen-17","A4-gen-06",41,42,52
"1680",166,"B4","gen","gen-18","A4-gen-12",51,61,52
"1681",170,"B1","learn","learn-01","A1-learn-02",42,33,54
"1682",170,"B1","learn","learn-02","A1-learn-01",42,31,52
"1683",170,"B1","learn","learn-03","A1-learn-04",42,53,54
"1684",170,"B1","learn","learn-04","A1-learn-06",42,62,53
"1685",170,"B1","learn","learn-05","A1-learn-03",42,52,53
"1686",170,"B1","learn","learn-06","A1-learn-05",42,61,52
"1687",170,"B1","gen","gen-01","A1-gen-14",61,41,72
"1688",170,"B1","gen","gen-02","A1-gen-04",32,63,44
"1689",170,"B1","gen","gen-03","A1-gen-13",61,32,43
"1690",170,"B1","gen","gen-04","A1-gen-07",42,51,62
"1691",170,"B1","gen","gen-05","A1-gen-08",42,63,74
"1692",170,"B1","gen","gen-06","A1-gen-06",42,41,52
"1693",170,"B1","gen","gen-07","A1-gen-11",43,51,52
"1694",170,"B1","gen","gen-08","A1-gen-15",61,51,72
"1695",170,"B1","gen","gen-09","A1-gen-09",43,32,43
"1696",170,"B1","gen","gen-10","A1-gen-10",43,41,52
"1697",170,"B1","gen","gen-11","A1-gen-02",32,41,42
"1698",170,"B1","gen","gen-12","A1-gen-16",61,63,74
"1699",170,"B1","gen","gen-13","A1-gen-03",32,51,62
"1700",170,"B1","gen","gen-14","A1-learn-05",42,61,52
"1701",170,"B1","gen","gen-15","A1-learn-04",42,53,54
"1702",170,"B1","gen","gen-16","A1-gen-12",43,63,54
"1703",170,"B1","gen","gen-17","A1-gen-01",32,32,43
"1704",170,"B1","gen","gen-18","A1-gen-05",42,32,43
"1705",171,"B1","learn","learn-01","A1-learn-01",42,31,52
"1706",171,"B1","learn","learn-02","A1-learn-06",42,62,53
"1707",171,"B1","learn","learn-03","A1-learn-05",42,61,52
"1708",171,"B1","learn","learn-04","A1-learn-03",42,52,53
"1709",171,"B1","learn","learn-05","A1-learn-04",42,53,54
"1710",171,"B1","learn","learn-06","A1-learn-02",42,33,54
"1711",171,"B1","gen","gen-01","A1-gen-12",43,63,54
"1712",171,"B1","gen","gen-02","A1-gen-02",32,41,42
"1713",171,"B1","gen","gen-03","A1-gen-15",61,51,72
"1714",171,"B1","gen","gen-04","A1-gen-08",42,63,54
"1715",171,"B1","gen","gen-05","A1-gen-10",43,41,52
"1716",171,"B1","gen","gen-06","A1-gen-16",61,63,74
"1717",171,"B1","gen","gen-07","A1-gen-01",32,32,43
"1718",171,"B1","gen","gen-08","A1-gen-11",43,51,52
"1719",171,"B1","gen","gen-09","A1-gen-04",32,63,44
"1720",171,"B1","gen","gen-10","A1-gen-06",42,41,52
"1721",171,"B1","gen","gen-11","A1-gen-13",61,32,73
"1722",171,"B1","gen","gen-12","A1-gen-09",43,32,53
"1723",171,"B1","gen","gen-13","A1-learn-01",42,31,52
"1724",171,"B1","gen","gen-14","A1-gen-03",32,51,42
"1725",171,"B1","gen","gen-15","A1-gen-07",42,51,52
"1726",171,"B1","gen","gen-16","A1-learn-06",42,62,53
"1727",171,"B1","gen","gen-17","A1-gen-05",42,32,53
"1728",171,"B1","gen","gen-18","A1-gen-14",61,41,72
"1729",172,"B3","learn","learn-01","A3-learn-04",42,53,63
"1730",172,"B3","learn","learn-02","A3-learn-06",42,62,73
"1731",172,"B3","learn","learn-03","A3-learn-05",42,61,73
"1732",172,"B3","learn","learn-04","A3-learn-01",42,31,43
"1733",172,"B3","learn","learn-05","A3-learn-02",42,33,43
"1734",172,"B3","learn","learn-06","A3-learn-03",42,52,63
"1735",172,"B3","gen","gen-01","A3-gen-02",32,41,53
"1736",172,"B3","gen","gen-02","A3-learn-03",42,52,63
"1737",172,"B3","gen","gen-03","A3-gen-06",42,41,53
"1738",172,"B3","gen","gen-04","A3-learn-06",42,62,73
"1739",172,"B3","gen","gen-05","A3-gen-07",42,51,63
"1740",172,"B3","gen","gen-06","A3-gen-05",42,32,43
"1741",172,"B3","gen","gen-07","A3-gen-04",32,63,74
"1742",172,"B3","gen","gen-08","A3-gen-14",61,41,52
"1743",172,"B3","gen","gen-09","A3-gen-09",43,32,44
"1744",172,"B3","gen","gen-10","A3-gen-12",43,63,74
"1745",172,"B3","gen","gen-11","A3-gen-13",61,32,43
"1746",172,"B3","gen","gen-12","A3-gen-11",43,51,63
"1747",172,"B3","gen","gen-13","A3-gen-08",42,63,74
"1748",172,"B3","gen","gen-14","A3-gen-01",32,32,43
"1749",172,"B3","gen","gen-15","A3-gen-10",43,41,53
"1750",172,"B3","gen","gen-16","A3-gen-15",61,51,62
"1751",172,"B3","gen","gen-17","A3-gen-16",61,63,73
"1752",172,"B3","gen","gen-18","A3-gen-03",32,51,63
"1753",177,"B2","learn","learn-01","A2-learn-01",31,42,43
"1754",177,"B2","learn","learn-02","A2-learn-06",62,42,73
"1755",177,"B2","learn","learn-03","A2-learn-05",61,42,73
"1756",177,"B2","learn","learn-04","A2-learn-03",52,42,63
"1757",177,"B2","learn","learn-05","A2-learn-04",53,42,63
"1758",177,"B2","learn","learn-06","A2-learn-02",33,42,43
"1759",177,"B2","gen","gen-01","A2-gen-14",63,42,63
"1760",177,"B2","gen","gen-02","A2-gen-05",41,32,44
"1761",177,"B2","gen","gen-03","A2-gen-12",51,61,63
"1762",177,"B2","gen","gen-04","A2-gen-03",32,43,44
"1763",177,"B2","gen","gen-05","A2-gen-07",41,43,54
"1764",177,"B2","gen","gen-06","A2-gen-13",63,32,74
"1765",177,"B2","gen","gen-07","A2-gen-16",63,61,63
"1766",177,"B2","gen","gen-08","A2-gen-15",63,43,74
"1767",177,"B2","gen","gen-09","A2-gen-10",51,42,63
"1768",177,"B2","gen","gen-10","A2-gen-02",32,42,53
"1769",177,"B2","gen","gen-11","A2-gen-11",51,43,53
"1770",177,"B2","gen","gen-12","A2-learn-03",52,42,53
"1771",177,"B2","gen","gen-13","A2-learn-05",61,42,63
"1772",177,"B2","gen","gen-14","A2-gen-09",51,32,43
"1773",177,"B2","gen","gen-15","A2-gen-04",32,61,72
"1774",177,"B2","gen","gen-16","A2-gen-08",41,61,72
"1775",177,"B2","gen","gen-17","A2-gen-01",32,32,43
"1776",177,"B2","gen","gen-18","A2-gen-06",41,42,53
"1777",179,"B1","learn","learn-01","A1-learn-02",42,33,54
"1778",179,"B1","learn","learn-02","A1-learn-01",42,31,52
"1779",179,"B1","learn","learn-03","A1-learn-04",42,53,54
"1780",179,"B1","learn","learn-04","A1-learn-05",42,61,52
"1781",179,"B1","learn","learn-05","A1-learn-06",42,62,53
"1782",179,"B1","learn","learn-06","A1-learn-03",42,52,53
"1783",179,"B1","gen","gen-01","A1-gen-08",42,63,54
"1784",179,"B1","gen","gen-02","A1-gen-02",32,41,42
"1785",179,"B1","gen","gen-03","A1-gen-10",43,41,52
"1786",179,"B1","gen","gen-04","A1-gen-03",32,51,42
"1787",179,"B1","gen","gen-05","A1-learn-03",42,52,53
"1788",179,"B1","gen","gen-06","A1-gen-15",61,51,62
"1789",179,"B1","gen","gen-07","A1-gen-12",43,63,54
"1790",179,"B1","gen","gen-08","A1-learn-06",42,62,53
"1791",179,"B1","gen","gen-09","A1-gen-01",32,32,43
"1792",179,"B1","gen","gen-10","A1-gen-09",43,32,53
"1793",179,"B1","gen","gen-11","A1-gen-04",32,63,74
"1794",179,"B1","gen","gen-12","A1-gen-06",42,41,42
"1795",179,"B1","gen","gen-13","A1-gen-05",42,32,53
"1796",179,"B1","gen","gen-14","A1-gen-13",61,32,43
"1797",179,"B1","gen","gen-15","A1-gen-14",61,41,52
"1798",179,"B1","gen","gen-16","A1-gen-11",43,51,52
"1799",179,"B1","gen","gen-17","A1-gen-16",61,63,54
"1800",179,"B1","gen","gen-18","A1-gen-07",42,51,52
"1801",181,"B1","learn","learn-01","A1-learn-05",42,61,52
"1802",181,"B1","learn","learn-02","A1-learn-06",42,62,53
"1803",181,"B1","learn","learn-03","A1-learn-03",42,52,53
"1804",181,"B1","learn","learn-04","A1-learn-02",42,33,54
"1805",181,"B1","learn","learn-05","A1-learn-04",42,53,54
"1806",181,"B1","learn","learn-06","A1-learn-01",42,31,52
"1807",181,"B1","gen","gen-01","A1-gen-12",43,63,63
"1808",181,"B1","gen","gen-02","A1-gen-05",42,32,54
"1809",181,"B1","gen","gen-03","A1-gen-10",43,41,32
"1810",181,"B1","gen","gen-04","A1-gen-13",61,32,43
"1811",181,"B1","gen","gen-05","A1-gen-15",61,51,54
"1812",181,"B1","gen","gen-06","A1-gen-03",32,51,63
"1813",181,"B1","gen","gen-07","A1-gen-11",43,51,54
"1814",181,"B1","gen","gen-08","A1-gen-01",32,32,42
"1815",181,"B1","gen","gen-09","A1-gen-04",32,63,53
"1816",181,"B1","gen","gen-10","A1-gen-06",42,41,32
"1817",181,"B1","gen","gen-11","A1-learn-05",42,61,51
"1818",181,"B1","gen","gen-12","A1-gen-16",61,63,54
"1819",181,"B1","gen","gen-13","A1-learn-02",42,33,62
"1820",181,"B1","gen","gen-14","A1-gen-09",43,32,54
"1821",181,"B1","gen","gen-15","A1-gen-07",42,51,43
"1822",181,"B1","gen","gen-16","A1-gen-02",32,41,53
"1823",181,"B1","gen","gen-17","A1-gen-08",42,63,34
"1824",181,"B1","gen","gen-18","A1-gen-14",61,41,53
"1825",182,"B4","learn","learn-01","A4-learn-04",53,42,54
"1826",182,"B4","learn","learn-02","A4-learn-06",62,42,53
"1827",182,"B4","learn","learn-03","A4-learn-05",61,42,52
"1828",182,"B4","learn","learn-04","A4-learn-01",31,42,52
"1829",182,"B4","learn","learn-05","A4-learn-02",33,42,54
"1830",182,"B4","learn","learn-06","A4-learn-03",52,42,53
"1831",182,"B4","gen","gen-01","A4-gen-02",32,42,53
"1832",182,"B4","gen","gen-02","A4-gen-09",51,32,42
"1833",182,"B4","gen","gen-03","A4-gen-11",51,43,54
"1834",182,"B4","gen","gen-04","A4-gen-06",41,42,53
"1835",182,"B4","gen","gen-05","A4-learn-01",31,42,53
"1836",182,"B4","gen","gen-06","A4-gen-15",63,43,54
"1837",182,"B4","gen","gen-07","A4-gen-04",32,61,63
"1838",182,"B4","gen","gen-08","A4-gen-12",51,61,71
"1839",182,"B4","gen","gen-09","A4-gen-14",63,42,54
"1840",182,"B4","gen","gen-10","A4-gen-05",41,32,43
"1841",182,"B4","gen","gen-11","A4-gen-10",51,42,53
"1842",182,"B4","gen","gen-12","A4-gen-03",32,43,54
"1843",182,"B4","gen","gen-13","A4-learn-02",33,42,54
"1844",182,"B4","gen","gen-14","A4-gen-01",32,32,43
"1845",182,"B4","gen","gen-15","A4-gen-07",41,43,54
"1846",182,"B4","gen","gen-16","A4-gen-08",41,61,71
"1847",182,"B4","gen","gen-17","A4-gen-13",63,32,44
"1848",182,"B4","gen","gen-18","A4-gen-16",63,61,64
"1849",183,"B4","learn","learn-01","A4-learn-02",33,42,54
"1850",183,"B4","learn","learn-02","A4-learn-04",53,42,54
"1851",183,"B4","learn","learn-03","A4-learn-03",52,42,53
"1852",183,"B4","learn","learn-04","A4-learn-06",62,42,53
"1853",183,"B4","learn","learn-05","A4-learn-01",31,42,52
"1854",183,"B4","learn","learn-06","A4-learn-05",61,42,52
"1855",183,"B4","gen","gen-01","A4-learn-02",33,42,53
"1856",183,"B4","gen","gen-02","A4-gen-07",41,43,63
"1857",183,"B4","gen","gen-03","A4-gen-01",32,32,64
"1858",183,"B4","gen","gen-04","A4-gen-09",51,32,64
"1859",183,"B4","gen","gen-05","A4-gen-14",63,42,53
"1860",183,"B4","gen","gen-06","A4-gen-08",41,61,51
"1861",183,"B4","gen","gen-07","A4-gen-13",63,32,42
"1862",183,"B4","gen","gen-08","A4-gen-15",63,43,73
"1863",183,"B4","gen","gen-09","A4-learn-03",52,42,72
"1864",183,"B4","gen","gen-10","A4-gen-12",51,61,43
"1865",183,"B4","gen","gen-11","A4-gen-10",51,42,63
"1866",183,"B4","gen","gen-12","A4-gen-03",32,43,71
"1867",183,"B4","gen","gen-13","A4-gen-02",32,42,62
"1868",183,"B4","gen","gen-14","A4-gen-06",41,42,44
"1869",183,"B4","gen","gen-15","A4-gen-04",32,61,53
"1870",183,"B4","gen","gen-16","A4-gen-16",63,61,52
"1871",183,"B4","gen","gen-17","A4-gen-11",51,43,53
"1872",183,"B4","gen","gen-18","A4-gen-05",41,32,43
"1873",184,"B3","learn","learn-01","A3-learn-06",42,62,73
"1874",184,"B3","learn","learn-02","A3-learn-04",42,53,63
"1875",184,"B3","learn","learn-03","A3-learn-02",42,33,43
"1876",184,"B3","learn","learn-04","A3-learn-03",42,52,63
"1877",184,"B3","learn","learn-05","A3-learn-01",42,31,43
"1878",184,"B3","learn","learn-06","A3-learn-05",42,61,73
"1879",184,"B3","gen","gen-01","A3-gen-04",32,63,63
"1880",184,"B3","gen","gen-02","A3-gen-16",61,63,63
"1881",184,"B3","gen","gen-03","A3-gen-01",32,32,31
"1882",184,"B3","gen","gen-04","A3-gen-06",42,41,41
"1883",184,"B3","gen","gen-05","A3-gen-03",32,51,51
"1884",184,"B3","gen","gen-06","A3-gen-09",43,32,32
"1885",184,"B3","gen","gen-07","A3-gen-13",61,32,32
"1886",184,"B3","gen","gen-08","A3-gen-05",42,32,32
"1887",184,"B3","gen","gen-09","A3-gen-12",43,63,63
"1888",184,"B3","gen","gen-10","A3-gen-14",61,41,41
"1889",184,"B3","gen","gen-11","A3-gen-11",43,51,51
"1890",184,"B3","gen","gen-12","A3-gen-07",42,51,51
"1891",184,"B3","gen","gen-13","A3-gen-15",61,51,51
"1892",184,"B3","gen","gen-14","A3-gen-10",43,41,41
"1893",184,"B3","gen","gen-15","A3-learn-06",42,62,62
"1894",184,"B3","gen","gen-16","A3-gen-02",32,41,41
"1895",184,"B3","gen","gen-17","A3-gen-08",42,63,63
"1896",184,"B3","gen","gen-18","A3-learn-03",42,52,52
"1897",185,"B3","learn","learn-01","A3-learn-05",42,61,73
"1898",185,"B3","learn","learn-02","A3-learn-03",42,52,63
"1899",185,"B3","learn","learn-03","A3-learn-04",42,53,63
"1900",185,"B3","learn","learn-04","A3-learn-01",42,31,43
"1901",185,"B3","learn","learn-05","A3-learn-02",42,33,43
"1902",185,"B3","learn","learn-06","A3-learn-06",42,62,73
"1903",185,"B3","gen","gen-01","A3-gen-05",42,32,43
"1904",185,"B3","gen","gen-02","A3-gen-16",61,63,73
"1905",185,"B3","gen","gen-03","A3-gen-09",43,32,43
"1906",185,"B3","gen","gen-04","A3-learn-02",42,33,43
"1907",185,"B3","gen","gen-05","A3-gen-08",42,63,73
"1908",185,"B3","gen","gen-06","A3-gen-10",43,41,53
"1909",185,"B3","gen","gen-07","A3-gen-07",42,51,63
"1910",185,"B3","gen","gen-08","A3-gen-14",61,41,53
"1911",185,"B3","gen","gen-09","A3-gen-15",61,51,63
"1912",185,"B3","gen","gen-10","A3-gen-01",32,32,43
"1913",185,"B3","gen","gen-11","A3-gen-02",32,41,53
"1914",185,"B3","gen","gen-12","A3-gen-06",42,41,53
"1915",185,"B3","gen","gen-13","A3-learn-03",42,52,63
"1916",185,"B3","gen","gen-14","A3-gen-12",43,63,73
"1917",185,"B3","gen","gen-15","A3-gen-11",43,51,63
"1918",185,"B3","gen","gen-16","A3-gen-13",61,32,43
"1919",185,"B3","gen","gen-17","A3-gen-04",32,63,73
"1920",185,"B3","gen","gen-18","A3-gen-03",32,51,63
"1921",191,"B1","learn","learn-01","A1-learn-01",42,31,52
"1922",191,"B1","learn","learn-02","A1-learn-03",42,52,53
"1923",191,"B1","learn","learn-03","A1-learn-04",42,53,54
"1924",191,"B1","learn","learn-04","A1-learn-05",42,61,52
"1925",191,"B1","learn","learn-05","A1-learn-06",42,62,53
"1926",191,"B1","learn","learn-06","A1-learn-02",42,33,54
"1927",191,"B1","gen","gen-01","A1-gen-05",42,32,32
"1928",191,"B1","gen","gen-02","A1-gen-14",61,41,41
"1929",191,"B1","gen","gen-03","A1-gen-15",61,51,51
"1930",191,"B1","gen","gen-04","A1-gen-09",43,32,32
"1931",191,"B1","gen","gen-05","A1-gen-10",43,41,41
"1932",191,"B1","gen","gen-06","A1-learn-01",42,31,31
"1933",191,"B1","gen","gen-07","A1-gen-01",32,32,32
"1934",191,"B1","gen","gen-08","A1-gen-04",32,63,53
"1935",191,"B1","gen","gen-09","A1-gen-06",42,41,41
"1936",191,"B1","gen","gen-10","A1-learn-06",42,62,52
"1937",191,"B1","gen","gen-11","A1-gen-13",61,32,32
"1938",191,"B1","gen","gen-12","A1-gen-12",43,63,53
"1939",191,"B1","gen","gen-13","A1-gen-16",61,63,53
"1940",191,"B1","gen","gen-14","A1-gen-02",32,41,41
"1941",191,"B1","gen","gen-15","A1-gen-03",32,51,51
"1942",191,"B1","gen","gen-16","A1-gen-08",42,63,53
"1943",191,"B1","gen","gen-17","A1-gen-07",42,51,51
"1944",191,"B1","gen","gen-18","A1-gen-11",43,51,51
"1945",186,"B3","learn","learn-01","A3-learn-02",42,33,43
"1946",186,"B3","learn","learn-02","A3-learn-05",42,61,73
"1947",186,"B3","learn","learn-03","A3-learn-06",42,62,73
"1948",186,"B3","learn","learn-04","A3-learn-03",42,52,63
"1949",186,"B3","learn","learn-05","A3-learn-04",42,53,63
"1950",186,"B3","learn","learn-06","A3-learn-01",42,31,43
"1951",186,"B3","gen","gen-01","A3-gen-07",42,51,63
"1952",186,"B3","gen","gen-02","A3-gen-02",32,41,53
"1953",186,"B3","gen","gen-03","A3-gen-13",61,32,42
"1954",186,"B3","gen","gen-04","A3-gen-08",42,63,63
"1955",186,"B3","gen","gen-05","A3-learn-03",42,52,63
"1956",186,"B3","gen","gen-06","A3-gen-10",43,41,53
"1957",186,"B3","gen","gen-07","A3-gen-04",32,63,73
"1958",186,"B3","gen","gen-08","A3-gen-11",43,51,63
"1959",186,"B3","gen","gen-09","A3-gen-05",42,32,43
"1960",186,"B3","gen","gen-10","A3-gen-01",32,32,43
"1961",186,"B3","gen","gen-11","A3-gen-06",42,41,53
"1962",186,"B3","gen","gen-12","A3-gen-15",61,51,63
"1963",186,"B3","gen","gen-13","A3-gen-14",61,41,53
"1964",186,"B3","gen","gen-14","A3-gen-12",43,63,63
"1965",186,"B3","gen","gen-15","A3-gen-16",61,63,63
"1966",186,"B3","gen","gen-16","A3-gen-03",32,51,63
"1967",186,"B3","gen","gen-17","A3-gen-09",43,32,43
"1968",186,"B3","gen","gen-18","A3-learn-01",42,31,33
"1969",188,"B3","learn","learn-01","A3-learn-03",42,52,63
"1970",188,"B3","learn","learn-02","A3-learn-05",42,61,73
"1971",188,"B3","learn","learn-03","A3-learn-02",42,33,43
"1972",188,"B3","learn","learn-04","A3-learn-04",42,53,63
"1973",188,"B3","learn","learn-05","A3-learn-01",42,31,43
"1974",188,"B3","learn","learn-06","A3-learn-06",42,62,73
"1975",188,"B3","gen","gen-01","A3-learn-05",42,61,41
"1976",188,"B3","gen","gen-02","A3-gen-04",32,63,74
"1977",188,"B3","gen","gen-03","A3-gen-16",61,63,63
"1978",188,"B3","gen","gen-04","A3-gen-06",42,41,43
"1979",188,"B3","gen","gen-05","A3-gen-08",42,63,63
"1980",188,"B3","gen","gen-06","A3-gen-09",43,32,63
"1981",188,"B3","gen","gen-07","A3-gen-05",42,32,41
"1982",188,"B3","gen","gen-08","A3-gen-02",32,41,63
"1983",188,"B3","gen","gen-09","A3-gen-14",61,41,42
"1984",188,"B3","gen","gen-10","A3-gen-10",43,41,52
"1985",188,"B3","gen","gen-11","A3-gen-03",32,51,64
"1986",188,"B3","gen","gen-12","A3-gen-13",61,32,42
"1987",188,"B3","gen","gen-13","A3-gen-15",61,51,62
"1988",188,"B3","gen","gen-14","A3-gen-11",43,51,43
"1989",188,"B3","gen","gen-15","A3-gen-07",42,51,62
"1990",188,"B3","gen","gen-16","A3-gen-12",43,63,44
"1991",188,"B3","gen","gen-17","A3-gen-01",32,32,53
"1992",188,"B3","gen","gen-18","A3-learn-04",42,53,32
"1993",189,"B3","learn","learn-01","A3-learn-02",42,33,43
"1994",189,"B3","learn","learn-02","A3-learn-06",42,62,73
"1995",189,"B3","learn","learn-03","A3-learn-04",42,53,63
"1996",189,"B3","learn","learn-04","A3-learn-05",42,61,73
"1997",189,"B3","learn","learn-05","A3-learn-03",42,52,63
"1998",189,"B3","learn","learn-06","A3-learn-01",42,31,43
